-119.20037899999998,40.784376
-119.207511,40.789797
-119.20211699999999,40.786968
-119.19523800000002,40.79147900000002
-119.19361000000004,40.7852
-119.206427,40.794942999999996
-119.18714999999999,40.784111
-119.207859,40.799853
-119.20410100000002,40.80219400000001
-119.19990999999999,40.802976
-119.19643300000001,40.801035
-119.19208500000002,40.8013
-119.18524200000003,40.79609700000001
-119.192686,40.782069
-119.18856400000001,40.78026
-119.194195,40.779728999999996
-119.190664,40.776889
-119.197438,40.778388
-119.195059,40.775254
-119.20058599999999,40.77737
-119.19935500000001,40.77387499999999
-119.203974,40.777004999999996
-119.203974,40.77262000000001
-119.20737,40.77732
-119.208601,40.773825
-119.210544,40.77829199999999
-119.21292299999999,40.77515799999999
-119.213276,40.780283000000004
-119.21735700000002,40.776753
-119.21551400000004,40.782069
-119.219636,40.78026
-119.21679399999998,40.78448199999999
-119.221391,40.78354499999999
-119.21720700000004,40.787063
-119.222977,40.78706199999999
-119.216728,40.78963799999999
-119.22132699999999,40.790574
-119.21539,40.792032
-119.21951299999999,40.793839999999996
-119.213624,40.794497
-119.21736099999998,40.797181
-119.21054599999998,40.795644
-119.21292600000001,40.798777
